user_id,Channel,TotalTransactionAmount,Tx_Count,DaysSinceLastTrans,reseller_id,superdealer_id,Product_ServiceProvider,Product_Type,Product_Category
1582,2.0,500,1,50,0.0,447.0,Glo,Data,Telco
816,1.0,7800,15,50,0.0,447.0,9mobile,Airtime,Telco
808,1.0,4100,10,50,0.0,447.0,MTN,Airtime,Telco
808,1.0,600,2,50,0.0,447.0,Airtel,Airtime,Telco
808,1.0,3300,8,50,0.0,447.0,Glo,Airtime,Telco
1959,1.0,2900,16,50,0.0,447.0,Glo,Airtime,Telco
1494,1.0,15100,73,50,0.0,447.0,MTN,Airtime,Telco
1451,1.0,4200,12,50,0.0,447.0,Airtel,Airtime,Telco
1907,1.0,1010,2,50,0.0,447.0,MTN,Airtime,Telco
1907,1.0,100,1,50,0.0,447.0,Airtel,Airtime,Telco
1632,1.0,13525,19,50,0.0,447.0,MTN,Airtime,Telco
1273,2.0,93000,27,50,0.0,18.0,Glo,Airtime,Telco
1183,2.0,21400,31,50,1130.0,18.0,Glo,Data,Telco
1218,1.0,16100,25,51,0.0,447.0,Glo,Airtime,Telco
1405,1.0,1400,4,51,0.0,447.0,9mobile,Airtime,Telco
1582,1.0,250,3,51,0.0,447.0,MTN,Airtime,Telco
2209,1.0,1700,10,51,0.0,447.0,9mobile,Airtime,Telco
919,2.0,1200,2,51,0.0,447.0,Glo,Data,Telco
1925,1.0,1075,3,51,0.0,447.0,MTN,Airtime,Telco
797,1.0,3000,3,51,0.0,447.0,Airtel,Airtime,Telco
1168,2.0,6200,29,51,1130.0,18.0,MTN,Data,Telco
809,1.0,10015,31,51,0.0,447.0,MTN,Airtime,Telco
1006,2.0,600,3,51,0.0,447.0,9mobile,Data,Telco
1548,1.0,1700,3,52,0.0,447.0,Glo,Airtime,Telco
1918,1.0,1500,2,52,0.0,447.0,Airtel,Airtime,Telco
2245,1.0,10960,37,52,0.0,447.0,MTN,Airtime,Telco
1589,1.0,19000,38,52,0.0,447.0,Glo,Airtime,Telco
1589,1.0,26900,62,52,0.0,447.0,MTN,Airtime,Telco
1503,2.0,2000,2,52,0.0,447.0,Airtel,Data,Telco
1006,2.0,2300,7,52,0.0,447.0,Airtel,Data,Telco
2110,1.0,14600,52,53,0.0,447.0,MTN,Airtime,Telco
1622,1.0,5900,13,53,0.0,447.0,Airtel,Airtime,Telco
2060,1.0,1500,3,53,0.0,447.0,Airtel,Airtime,Telco
1180,1.0,88120,516,53,1130.0,18.0,MTN,Airtime,Telco
1006,1.0,700,4,53,0.0,447.0,Glo,Airtime,Telco
1523,1.0,2750,15,53,0.0,447.0,Airtel,Airtime,Telco
812,1.0,1500,4,53,0.0,447.0,Glo,Airtime,Telco
1494,1.0,6600,26,53,0.0,447.0,Airtel,Airtime,Telco
1368,1.0,1100,3,53,0.0,447.0,Glo,Airtime,Telco
1638,2.0,50,1,53,0.0,447.0,9mobile,Data,Telco
2173,2.0,1700,4,54,0.0,447.0,Airtel,Data,Telco
1589,1.0,21900,50,54,0.0,447.0,Airtel,Airtime,Telco
1494,1.0,9800,25,54,0.0,447.0,Glo,Airtime,Telco
1120,1.0,15000,30,54,0.0,447.0,MTN,Airtime,Telco
1426,1.0,500,1,54,0.0,447.0,Glo,Airtime,Telco
715,1.0,4250,21,54,0.0,501.0,Glo,Airtime,Telco
2110,1.0,10600,13,54,0.0,447.0,Airtel,Airtime,Telco
917,2.0,6000,9,54,0.0,18.0,MTN,Data,Telco
1494,2.0,2500,5,54,0.0,447.0,MTN,Data,Telco
1073,2.0,3000,3,54,0.0,447.0,Glo,Data,Telco
922,2.0,1000,1,54,0.0,447.0,Glo,Data,Telco
1241,1.0,3000,1,54,0.0,447.0,Glo,Airtime,Telco
1218,1.0,35420,51,55,0.0,447.0,MTN,Airtime,Telco
1024,1.0,11200,12,55,0.0,447.0,Glo,Airtime,Telco
2110,1.0,1100,4,55,0.0,447.0,9mobile,Airtime,Telco
1523,1.0,4950,14,55,0.0,447.0,Glo,Airtime,Telco
1002,1.0,4700,5,55,0.0,447.0,Glo,Airtime,Telco
2146,1.0,1300,4,55,0.0,447.0,Glo,Airtime,Telco
1252,1.0,500,1,55,0.0,447.0,Airtel,Airtime,Telco
1252,1.0,475,2,55,0.0,447.0,MTN,Airtime,Telco
715,1.0,5200,12,55,0.0,501.0,Airtel,Airtime,Telco
917,1.0,8200,12,56,0.0,18.0,Airtel,Airtime,Telco
2300,1.0,20,2,56,0.0,447.0,MTN,Airtime,Telco
2022,1.0,13675,18,56,0.0,447.0,MTN,Airtime,Telco
1024,2.0,10600,9,56,0.0,447.0,Airtel,Data,Telco
969,1.0,12100,34,56,0.0,18.0,MTN,Airtime,Telco
1002,1.0,18500,43,56,0.0,447.0,MTN,Airtime,Telco
715,1.0,8450,19,56,0.0,501.0,MTN,Airtime,Telco
969,1.0,1400,7,56,0.0,18.0,9mobile,Airtime,Telco
1218,1.0,5300,7,57,0.0,447.0,9mobile,Airtime,Telco
809,1.0,1000,5,57,0.0,447.0,Glo,Airtime,Telco
1644,1.0,1400,6,57,1130.0,18.0,Airtel,Airtime,Telco
1426,2.0,8500,6,57,0.0,447.0,MTN,Data,Telco
1763,1.0,400,3,57,0.0,447.0,MTN,Airtime,Telco
1305,1.0,200,1,57,0.0,447.0,MTN,Airtime,Telco
1229,1.0,75,1,57,0.0,447.0,Airtel,Airtime,Telco
1160,1.0,10500,14,57,0.0,447.0,9mobile,Airtime,Telco
1763,1.0,1500,5,57,0.0,447.0,Airtel,Airtime,Telco
910,1.0,1550,14,57,0.0,501.0,MTN,Airtime,Telco
1076,1.0,1400,6,58,0.0,447.0,Glo,Airtime,Telco
1107,1.0,1800,6,58,0.0,447.0,Airtel,Airtime,Telco
1416,1.0,2900,12,58,0.0,447.0,MTN,Airtime,Telco
1405,2.0,1000,2,58,0.0,447.0,Glo,Data,Telco
720,1.0,11400,9,58,0.0,501.0,MTN,Airtime,Telco
1617,2.0,700,3,58,0.0,447.0,9mobile,Data,Telco
1617,1.0,2200,15,58,0.0,447.0,MTN,Airtime,Telco
1065,1.0,900,5,58,0.0,447.0,Airtel,Airtime,Telco
1140,2.0,8400,8,58,0.0,447.0,9mobile,Data,Telco
1763,1.0,100,1,58,0.0,447.0,Glo,Airtime,Telco
2173,1.0,400,3,59,0.0,447.0,9mobile,Airtime,Telco
800,1.0,9600,16,59,0.0,447.0,Airtel,Airtime,Telco
1078,1.0,6050,15,59,0.0,447.0,9mobile,Airtime,Telco
1785,1.0,100,1,59,0.0,447.0,9mobile,Airtime,Telco
1546,1.0,5400,15,59,0.0,447.0,MTN,Airtime,Telco
2289,2.0,600,2,59,0.0,447.0,MTN,Data,Telco
707,2.0,16500,16,59,553.0,501.0,MTN,Data,Telco
707,2.0,8500,8,59,553.0,501.0,,,
1426,2.0,1000,2,59,0.0,447.0,Airtel,Data,Telco
1426,2.0,500,1,59,0.0,447.0,9mobile,Data,Telco
1617,1.0,1100,5,60,0.0,447.0,Glo,Airtime,Telco
1118,2.0,3500,4,60,0.0,447.0,MTN,Data,Telco
1118,1.0,1200,3,60,0.0,447.0,Airtel,Airtime,Telco
1586,2.0,3000,2,60,0.0,447.0,MTN,Data,Telco
1189,1.0,400,2,60,1130.0,18.0,MTN,Airtime,Telco
1399,1.0,1000,3,60,0.0,447.0,MTN,Airtime,Telco
1183,2.0,1100,3,60,1130.0,18.0,Airtel,Data,Telco
1562,1.0,1200,3,60,0.0,447.0,MTN,Airtime,Telco
2279,1.0,15200,60,60,0.0,447.0,Airtel,Airtime,Telco
2279,1.0,11200,44,61,0.0,447.0,MTN,Airtime,Telco
1488,1.0,200,1,61,0.0,447.0,9mobile,Airtime,Telco
2279,1.0,2700,10,61,0.0,447.0,Glo,Airtime,Telco
2233,2.0,3200,4,61,0.0,447.0,MTN,Data,Telco
2173,1.0,1300,8,61,0.0,447.0,Glo,Airtime,Telco
2110,1.0,1800,7,61,0.0,447.0,Glo,Airtime,Telco
1118,1.0,8350,12,61,0.0,447.0,MTN,Airtime,Telco
923,1.0,300,2,61,0.0,447.0,Glo,Airtime,Telco
1118,1.0,400,2,61,0.0,447.0,9mobile,Airtime,Telco
1023,1.0,8200,13,61,0.0,447.0,Airtel,Airtime,Telco
1180,1.0,2200,14,61,1130.0,18.0,Airtel,Airtime,Telco
1451,1.0,900,3,62,0.0,447.0,Glo,Airtime,Telco
1086,2.0,2000,2,62,0.0,447.0,Airtel,Data,Telco
1078,2.0,6700,12,62,0.0,447.0,MTN,Data,Telco
1082,2.0,2500,6,62,0.0,447.0,MTN,Data,Telco
1494,1.0,3300,12,62,0.0,447.0,9mobile,Airtime,Telco
1107,2.0,5500,5,62,0.0,447.0,MTN,Data,Telco
1432,1.0,900,6,62,0.0,447.0,Airtel,Airtime,Telco
1140,1.0,700,2,62,0.0,447.0,Airtel,Airtime,Telco
1380,1.0,3150,6,62,0.0,447.0,MTN,Airtime,Telco
1523,2.0,500,1,62,0.0,447.0,Glo,Data,Telco
1003,1.0,4954,18,62,0.0,447.0,MTN,Airtime,Telco
1617,1.0,900,8,63,0.0,447.0,Airtel,Airtime,Telco
1374,2.0,300,1,63,0.0,447.0,MTN,Data,Telco
2173,1.0,18600,36,63,0.0,447.0,Airtel,Airtime,Telco
1584,1.0,2100,9,63,0.0,447.0,9mobile,Airtime,Telco
1584,1.0,1200,7,63,0.0,447.0,Airtel,Airtime,Telco
1078,1.0,12100,43,63,0.0,447.0,MTN,Airtime,Telco
2076,1.0,1600,9,63,0.0,447.0,Glo,Airtime,Telco
2245,1.0,200,1,63,0.0,447.0,9mobile,Airtime,Telco
1523,2.0,1000,2,63,0.0,447.0,MTN,Data,Telco
1768,2.0,3500,3,63,0.0,447.0,Glo,Data,Telco
921,1.0,1800,8,63,0.0,447.0,9mobile,Airtime,Telco
907,1.0,1300,10,63,0.0,501.0,Glo,Airtime,Telco
907,1.0,200,1,63,0.0,501.0,MTN,Airtime,Telco
1183,1.0,100,1,63,1130.0,18.0,Airtel,Airtime,Telco
1006,2.0,1300,3,64,0.0,447.0,MTN,Data,Telco
927,2.0,6000,12,64,0.0,447.0,9mobile,Data,Telco
800,1.0,2700,4,64,0.0,447.0,Glo,Airtime,Telco
1180,2.0,100,1,64,1130.0,18.0,Airtel,Data,Telco
969,2.0,2200,11,64,0.0,18.0,9mobile,Data,Telco
799,1.0,5150,14,64,0.0,447.0,9mobile,Airtime,Telco
707,2.0,15700,15,64,553.0,501.0,Glo,Data,Telco
1135,2.0,200,1,64,0.0,447.0,,,
1432,1.0,100,1,65,0.0,447.0,Glo,Airtime,Telco
1945,1.0,500,4,65,0.0,447.0,Glo,Airtime,Telco
911,1.0,1000,10,65,910.0,501.0,MTN,Airtime,Telco
2244,8.0,500000,5,65,0.0,447.0,Ikeja Electric,Postpaid,Electricity
1022,2.0,5300,4,65,0.0,447.0,MTN,Data,Telco
929,1.0,4550,23,65,0.0,501.0,MTN,Airtime,Telco
1042,8.0,2700,2,65,0.0,501.0,Ibadan Electric,Prepaid,Electricity
769,2.0,1500,2,65,0.0,18.0,MTN,Data,Telco
1638,1.0,6600,48,66,0.0,447.0,9mobile,Airtime,Telco
1959,1.0,2100,10,66,0.0,447.0,9mobile,Airtime,Telco
1528,1.0,1850,4,66,0.0,447.0,9mobile,Airtime,Telco
1528,1.0,2100,7,66,0.0,447.0,Airtel,Airtime,Telco
1304,1.0,60000,25,66,0.0,18.0,Airtel,Airtime,Telco
1042,2.0,2600,3,66,0.0,501.0,Airtel,Data,Telco
1265,2.0,3000,5,66,0.0,447.0,Glo,Data,Telco
798,1.0,4600,3,66,0.0,447.0,Glo,Airtime,Telco
1638,1.0,3600,18,67,0.0,447.0,Glo,Airtime,Telco
1374,2.0,900,3,67,0.0,447.0,9mobile,Data,Telco
1649,6.0,34995,5,67,0.0,447.0,DSTV,Pay TV,Cable TV
1518,2.0,500,1,67,0.0,447.0,9mobile,Data,Telco
1199,1.0,600,8,67,1130.0,18.0,9mobile,Airtime,Telco
1720,1.0,3625,8,67,0.0,447.0,MTN,Airtime,Telco
1147,1.0,2600,9,67,0.0,447.0,MTN,Airtime,Telco
1147,2.0,800,3,68,0.0,447.0,MTN,Data,Telco
1638,2.0,1100,6,68,0.0,447.0,MTN,Data,Telco
1622,1.0,600,2,69,0.0,447.0,Glo,Airtime,Telco
811,1.0,500,1,69,0.0,447.0,Airtel,Airtime,Telco
921,1.0,2400,4,69,0.0,447.0,Glo,Airtime,Telco
1009,1.0,700,3,69,0.0,18.0,Glo,Airtime,Telco
799,1.0,11000,15,69,0.0,447.0,Glo,Airtime,Telco
1686,2.0,400,3,69,0.0,447.0,Airtel,Data,Telco
1686,2.0,200,1,69,0.0,447.0,9mobile,Data,Telco
1638,2.0,100,1,69,0.0,447.0,Glo,Data,Telco
707,1.0,24600,15,69,553.0,501.0,Glo,Airtime,Telco
921,1.0,700,2,69,0.0,447.0,MTN,Airtime,Telco
1507,1.0,3400,9,69,0.0,447.0,Glo,Airtime,Telco
1638,1.0,1300,12,70,0.0,447.0,Airtel,Airtime,Telco
1147,1.0,400,4,70,0.0,447.0,9mobile,Airtime,Telco
1592,1.0,3900,14,70,0.0,447.0,Airtel,Airtime,Telco
1024,2.0,3200,8,70,0.0,447.0,,,
1025,1.0,2500,2,70,0.0,447.0,Airtel,Airtime,Telco
1582,1.0,450,5,70,0.0,447.0,Airtel,Airtime,Telco
1546,1.0,2800,8,70,0.0,447.0,Airtel,Airtime,Telco
1546,1.0,1000,1,70,0.0,447.0,9mobile,Airtime,Telco
1119,1.0,2200,7,70,0.0,447.0,9mobile,Airtime,Telco
917,2.0,3000,3,70,0.0,18.0,Glo,Data,Telco
1945,2.0,300,1,71,0.0,447.0,Airtel,Data,Telco
1180,2.0,3500,7,71,1130.0,18.0,MTN,Data,Telco
552,1.0,52600,28,71,0.0,501.0,MTN,Airtime,Telco
1486,1.0,600,4,71,0.0,447.0,MTN,Airtime,Telco
1844,8.0,2000,1,71,1130.0,18.0,Jos Electric,Prepaid,Electricity
1120,1.0,3300,7,71,0.0,447.0,Glo,Airtime,Telco
799,1.0,27500,52,71,0.0,447.0,MTN,Airtime,Telco
1582,2.0,200,1,71,0.0,447.0,MTN,Data,Telco
503,1.0,12500,4,71,0.0,18.0,9mobile,Airtime,Telco
1448,2.0,1000,2,71,0.0,447.0,Airtel,Data,Telco
1945,1.0,200,1,71,0.0,447.0,9mobile,Airtime,Telco
1147,1.0,100,1,71,0.0,447.0,Glo,Airtime,Telco
1188,1.0,400,3,71,1130.0,18.0,MTN,Airtime,Telco
1414,1.0,75,1,72,0.0,447.0,Airtel,Airtime,Telco
1106,1.0,75,1,72,0.0,447.0,Airtel,Airtime,Telco
1592,1.0,2500,6,72,0.0,447.0,Glo,Airtime,Telco
1503,1.0,800,2,72,0.0,447.0,9mobile,Airtime,Telco
2163,1.0,50,1,72,0.0,447.0,Airtel,Airtime,Telco
1976,1.0,50,1,72,0.0,447.0,Airtel,Airtime,Telco
1969,1.0,50,1,72,0.0,447.0,MTN,Airtime,Telco
2027,1.0,70,1,72,0.0,447.0,MTN,Airtime,Telco
2236,1.0,5300,13,72,0.0,447.0,MTN,Airtime,Telco
799,1.0,18000,23,73,0.0,447.0,Airtel,Airtime,Telco
1168,1.0,3600,9,73,1130.0,18.0,Glo,Airtime,Telco
1148,1.0,2500,6,73,0.0,447.0,Airtel,Airtime,Telco
1608,1.0,250,2,73,0.0,447.0,MTN,Airtime,Telco
503,2.0,11200,6,73,0.0,18.0,,,
1179,1.0,300,2,73,1130.0,18.0,Glo,Airtime,Telco
1078,2.0,1000,2,73,0.0,447.0,,,
1110,2.0,1000,1,73,0.0,447.0,Airtel,Data,Telco
1589,2.0,500,1,73,0.0,447.0,Airtel,Data,Telco
1448,1.0,2850,8,73,0.0,447.0,MTN,Airtime,Telco
1346,1.0,100,1,73,0.0,447.0,MTN,Airtime,Telco
1892,1.0,400,3,73,0.0,447.0,MTN,Airtime,Telco
1967,1.0,150,1,73,0.0,447.0,Airtel,Airtime,Telco
1368,2.0,500,1,73,0.0,447.0,MTN,Data,Telco
1528,1.0,1000,6,73,0.0,447.0,MTN,Airtime,Telco
1571,1.0,100,1,73,0.0,447.0,MTN,Airtime,Telco
2233,2.0,1200,2,73,0.0,447.0,Airtel,Data,Telco
1617,2.0,500,1,73,0.0,447.0,MTN,Data,Telco
1617,2.0,100,1,73,0.0,447.0,,,
947,1.0,8425,19,74,0.0,447.0,MTN,Airtime,Telco
812,2.0,200,1,74,0.0,447.0,,,
1148,1.0,1100,3,74,0.0,447.0,9mobile,Airtime,Telco
1140,1.0,3300,5,74,0.0,447.0,MTN,Airtime,Telco
1573,1.0,2200,5,74,0.0,447.0,Airtel,Airtime,Telco
921,1.0,2000,4,74,0.0,447.0,Airtel,Airtime,Telco
2012,1.0,475,2,74,0.0,447.0,Airtel,Airtime,Telco
1720,1.0,1800,7,75,0.0,447.0,Airtel,Airtime,Telco
799,2.0,2900,6,75,0.0,447.0,MTN,Data,Telco
799,2.0,700,2,75,0.0,447.0,,,
1592,1.0,700,3,76,0.0,447.0,9mobile,Airtime,Telco
2146,1.0,1000,5,76,0.0,447.0,MTN,Airtime,Telco
1959,2.0,600,2,76,0.0,447.0,Airtel,Data,Telco
1517,1.0,6700,18,76,0.0,447.0,MTN,Airtime,Telco
1428,2.0,100,1,76,0.0,447.0,Airtel,Data,Telco
1428,1.0,200,2,76,0.0,447.0,Airtel,Airtime,Telco
1720,1.0,3000,2,76,0.0,447.0,Glo,Airtime,Telco
947,2.0,400,2,76,0.0,447.0,9mobile,Data,Telco
769,1.0,2000,1,76,0.0,18.0,Glo,Airtime,Telco
1079,1.0,150,2,77,0.0,447.0,MTN,Airtime,Telco
1079,2.0,200,2,77,0.0,447.0,,,
2209,2.0,2500,2,77,0.0,447.0,MTN,Data,Telco
1254,1.0,300,1,77,0.0,447.0,Glo,Airtime,Telco
922,2.0,4500,7,77,0.0,447.0,MTN,Data,Telco
1532,1.0,6500,20,77,0.0,447.0,Glo,Airtime,Telco
1448,1.0,1500,3,77,0.0,447.0,Glo,Airtime,Telco
1720,2.0,1300,3,77,0.0,447.0,MTN,Data,Telco
1532,1.0,2700,13,77,0.0,447.0,MTN,Airtime,Telco
929,1.0,1600,3,77,0.0,501.0,Airtel,Airtime,Telco
919,2.0,2500,5,77,0.0,447.0,,,
2082,1.0,1400,3,78,0.0,447.0,Airtel,Airtime,Telco
1137,2.0,500,1,78,0.0,447.0,Airtel,Data,Telco
1137,1.0,1600,6,78,0.0,447.0,Airtel,Airtime,Telco
1618,1.0,850,3,78,0.0,447.0,MTN,Airtime,Telco
1140,2.0,1000,1,78,0.0,447.0,Glo,Data,Telco
1009,2.0,1000,1,78,0.0,18.0,Airtel,Data,Telco
1448,1.0,2400,5,78,0.0,447.0,Airtel,Airtime,Telco
2298,1.0,75,1,78,0.0,447.0,Airtel,Airtime,Telco
1616,1.0,4100,16,78,0.0,447.0,MTN,Airtime,Telco
2281,1.0,2500,5,78,0.0,447.0,MTN,Airtime,Telco
2281,2.0,1000,1,78,0.0,447.0,MTN,Data,Telco
1637,1.0,400,2,78,0.0,447.0,Airtel,Airtime,Telco
1648,1.0,2100,9,79,0.0,447.0,MTN,Airtime,Telco
947,1.0,1900,5,79,0.0,447.0,Airtel,Airtime,Telco
922,2.0,2400,2,79,0.0,447.0,,,
1116,1.0,13200,51,79,0.0,447.0,MTN,Airtime,Telco
1616,1.0,2300,6,79,0.0,447.0,Airtel,Airtime,Telco
1137,1.0,1400,9,79,0.0,447.0,MTN,Airtime,Telco
1531,1.0,75,1,79,0.0,447.0,Airtel,Airtime,Telco
2192,1.0,75,1,79,0.0,447.0,Airtel,Airtime,Telco
1086,1.0,1100,4,79,0.0,447.0,Glo,Airtime,Telco
1720,2.0,500,1,79,0.0,447.0,Airtel,Data,Telco
1137,1.0,1500,2,79,0.0,447.0,9mobile,Airtime,Telco
1137,1.0,500,2,79,0.0,447.0,Glo,Airtime,Telco
1368,1.0,1500,4,79,0.0,447.0,MTN,Airtime,Telco
2151,1.0,300,3,80,0.0,447.0,MTN,Airtime,Telco
1618,1.0,120,1,80,0.0,447.0,Glo,Airtime,Telco
1350,1.0,150,2,80,0.0,447.0,Airtel,Airtime,Telco
1894,1.0,150,1,80,0.0,447.0,Airtel,Airtime,Telco
1141,1.0,675,6,80,0.0,447.0,MTN,Airtime,Telco
1141,1.0,300,3,80,0.0,447.0,9mobile,Airtime,Telco
1009,2.0,500,1,80,0.0,18.0,Glo,Data,Telco
1374,1.0,200,1,80,0.0,447.0,Airtel,Airtime,Telco
1725,1.0,70,1,80,0.0,447.0,MTN,Airtime,Telco
816,1.0,1200,6,80,0.0,447.0,Glo,Airtime,Telco
1078,1.0,1000,2,80,0.0,447.0,Glo,Airtime,Telco
1110,1.0,4300,12,80,0.0,447.0,MTN,Airtime,Telco
947,1.0,200,1,80,0.0,447.0,Glo,Airtime,Telco
1954,1.0,75,1,81,0.0,447.0,MTN,Airtime,Telco
1507,1.0,1300,7,81,0.0,447.0,9mobile,Airtime,Telco
927,2.0,1300,3,81,0.0,447.0,MTN,Data,Telco
1532,1.0,950,6,81,0.0,447.0,9mobile,Airtime,Telco
2236,1.0,1700,6,81,0.0,447.0,Airtel,Airtime,Telco
1197,8.0,21171,10,81,0.0,2379.0,Jos Electric,Prepaid,Electricity
1179,2.0,500,1,81,1130.0,18.0,MTN,Data,Telco
2082,1.0,6500,9,82,0.0,447.0,MTN,Airtime,Telco
1332,1.0,1750,10,82,0.0,447.0,9mobile,Airtime,Telco
1168,2.0,200,1,82,1130.0,18.0,Airtel,Data,Telco
787,1.0,4500,3,82,0.0,501.0,9mobile,Airtime,Telco
1116,1.0,3600,7,82,0.0,447.0,Airtel,Airtime,Telco
1532,1.0,3400,14,82,0.0,447.0,Airtel,Airtime,Telco
1993,1.0,400,3,82,0.0,447.0,MTN,Airtime,Telco
1179,1.0,16200,37,82,1130.0,18.0,MTN,Airtime,Telco
1188,1.0,450,1,82,1130.0,18.0,Glo,Airtime,Telco
2022,1.0,1700,6,82,0.0,447.0,Airtel,Airtime,Telco
1885,8.0,1000,1,83,1130.0,18.0,Jos Electric,Prepaid,Electricity
1253,1.0,200,1,83,0.0,447.0,9mobile,Airtime,Telco
1269,1.0,13500,50,83,0.0,447.0,MTN,Airtime,Telco
947,1.0,400,3,83,0.0,447.0,9mobile,Airtime,Telco
1253,1.0,300,2,83,0.0,447.0,MTN,Airtime,Telco
1235,1.0,175,2,83,0.0,447.0,MTN,Airtime,Telco
1500,1.0,725,4,83,0.0,447.0,Glo,Airtime,Telco
947,2.0,1000,1,84,0.0,447.0,Airtel,Data,Telco
1116,1.0,700,4,84,0.0,447.0,Glo,Airtime,Telco
799,2.0,1200,5,84,0.0,447.0,Glo,Data,Telco
1358,1.0,75,1,84,0.0,447.0,MTN,Airtime,Telco
1977,1.0,150,1,84,0.0,447.0,Airtel,Airtime,Telco
1140,2.0,3000,3,84,0.0,447.0,MTN,Data,Telco
2277,1.0,900,4,84,0.0,447.0,Airtel,Airtime,Telco
2277,1.0,1500,8,85,0.0,447.0,9mobile,Airtime,Telco
2241,1.0,300,2,85,0.0,447.0,MTN,Airtime,Telco
1076,1.0,400,2,85,0.0,447.0,9mobile,Airtime,Telco
1332,2.0,3500,7,85,0.0,447.0,MTN,Data,Telco
969,2.0,2500,5,85,0.0,18.0,MTN,Data,Telco
800,1.0,11315,35,86,0.0,447.0,MTN,Airtime,Telco
1578,1.0,50,1,86,0.0,447.0,MTN,Airtime,Telco
1578,1.0,1000,6,86,0.0,447.0,Airtel,Airtime,Telco
1120,1.0,200,1,86,0.0,447.0,9mobile,Airtime,Telco
812,2.0,200,1,86,0.0,447.0,Glo,Data,Telco
1488,2.0,200,1,86,0.0,447.0,Airtel,Data,Telco
1079,2.0,1800,4,86,0.0,447.0,MTN,Data,Telco
1577,1.0,5020,8,86,0.0,447.0,MTN,Airtime,Telco
1396,1.0,50,1,86,0.0,447.0,Airtel,Airtime,Telco
1413,1.0,2200,5,86,0.0,447.0,Airtel,Airtime,Telco
1908,1.0,200,1,86,0.0,447.0,Airtel,Airtime,Telco
2012,1.0,100,1,86,0.0,447.0,MTN,Airtime,Telco
1908,1.0,10,1,86,0.0,447.0,MTN,Airtime,Telco
2277,1.0,6800,16,86,0.0,447.0,MTN,Airtime,Telco
787,1.0,600,2,87,0.0,501.0,MTN,Airtime,Telco
787,1.0,1500,2,87,0.0,501.0,Airtel,Airtime,Telco
1535,1.0,1500,6,87,0.0,447.0,Airtel,Airtime,Telco
707,2.0,18600,10,87,553.0,501.0,,,
1223,1.0,1900,3,87,0.0,447.0,MTN,Airtime,Telco
1268,2.0,100,1,87,0.0,447.0,MTN,Data,Telco
1986,1.0,50,1,87,0.0,447.0,Airtel,Airtime,Telco
1644,2.0,500,1,87,1130.0,18.0,Airtel,Data,Telco
1925,1.0,600,2,87,0.0,447.0,Airtel,Airtime,Telco
1638,1.0,4425,31,87,0.0,447.0,MTN,Airtime,Telco
1206,1.0,100,1,88,1130.0,18.0,MTN,Airtime,Telco
2076,2.0,3500,1,88,0.0,447.0,MTN,Data,Telco
2076,2.0,1000,1,88,0.0,447.0,Airtel,Data,Telco
1518,1.0,1400,4,88,0.0,447.0,Glo,Airtime,Telco
1305,2.0,1500,9,89,0.0,447.0,Airtel,Data,Telco
1918,1.0,100,1,89,0.0,447.0,Glo,Airtime,Telco
2236,2.0,2000,2,89,0.0,447.0,MTN,Data,Telco
1069,1.0,1000,6,89,0.0,447.0,Glo,Airtime,Telco
1993,1.0,100,1,89,0.0,447.0,Glo,Airtime,Telco
919,8.0,10000,5,89,0.0,447.0,Ibadan Electric,Prepaid,Electricity
2079,1.0,12700,25,90,0.0,447.0,MTN,Airtime,Telco
2230,1.0,500,1,90,0.0,447.0,Airtel,Airtime,Telco
1220,1.0,3200,8,90,0.0,447.0,Glo,Airtime,Telco
2079,1.0,7300,14,91,0.0,447.0,Airtel,Airtime,Telco
2236,1.0,300,2,91,0.0,447.0,Glo,Airtime,Telco
1511,1.0,50,1,91,0.0,447.0,MTN,Airtime,Telco
1143,1.0,50,1,91,0.0,447.0,MTN,Airtime,Telco
1144,1.0,1100,2,91,0.0,447.0,Airtel,Airtime,Telco
1648,1.0,200,1,91,0.0,447.0,Glo,Airtime,Telco
799,2.0,500,1,91,0.0,447.0,,,
462,2.0,4300,2,92,0.0,56.0,Airtel,Data,Telco
1472,1.0,300,2,92,0.0,447.0,Airtel,Airtime,Telco
2279,1.0,3100,10,92,0.0,447.0,9mobile,Airtime,Telco
2308,2.0,200,2,92,0.0,447.0,MTN,Data,Telco
2245,1.0,1400,4,93,0.0,447.0,Airtel,Airtime,Telco
1223,2.0,1200,6,93,0.0,447.0,9mobile,Data,Telco
2208,1.0,50,1,93,0.0,447.0,MTN,Airtime,Telco
1042,1.0,229,21,93,0.0,501.0,MTN,Airtime,Telco
2060,1.0,100,1,93,0.0,447.0,Glo,Airtime,Telco
2319,1.0,10,1,93,0.0,447.0,MTN,Airtime,Telco
1111,1.0,5900,19,93,0.0,447.0,Airtel,Airtime,Telco
1220,1.0,9300,16,93,0.0,447.0,MTN,Airtime,Telco
1916,1.0,10,1,93,0.0,447.0,MTN,Airtime,Telco
2158,1.0,2000,3,93,0.0,501.0,MTN,Airtime,Telco
1959,2.0,3600,3,94,0.0,447.0,,,
915,2.0,4000,2,94,0.0,501.0,9mobile,Data,Telco
1929,1.0,930,9,94,0.0,447.0,MTN,Airtime,Telco
1237,2.0,500,1,94,0.0,447.0,MTN,Data,Telco
1237,2.0,1000,2,94,0.0,447.0,,,
1269,1.0,700,4,94,0.0,447.0,Glo,Airtime,Telco
